component,componentName,eventType,eventApiId,eventApiName,apiVersion,specVersion,eventName
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingCreateEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingDeleteEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceAttributeValueChangeEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceCreateEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceDeleteEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceStateChangeEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingStateChangeEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationAttributeValueChangeEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationCreateEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationDeleteEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF622,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationStateChangeEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF645,ServiceQualification,v4.0.0,4.0.0,checkServiceQualificationStateChangeEvent
TMFC027,ProductConfigurator,subscribedEvents,TMF645,ServiceQualification,v4.0.0,4.0.0,queryServiceQualificationStateChangeEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,IndividualAttributeValueChangeEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,IndividualCreateEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,IndividualDeleteEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,IndividualStateChangeEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,OrganizationAttributeValueChangeEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,OrganizationCreateEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,OrganizationDeleteEvent
TMFC028,PartyManagement,publishedEvents,TMF632,Party Management API,v4.0.0,4.0.0,OrganizationStateChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF670,PaymentMethods,v4.0.0,4.0.0,PaymentMethodAttributeValueChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF670,PaymentMethods,v4.0.0,4.0.0,PaymentMethodCreateEvent
TMFC029,PaymentManagement,publishedEvents,TMF670,PaymentMethods,v4.0.0,4.0.0,PaymentMethodDeleteEvent
TMFC029,PaymentManagement,publishedEvents,TMF670,PaymentMethods,v4.0.0,4.0.0,PaymentMethodStatusChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF676,PaymentManagement,v4.0.0,4.0.0,PaymentAttributeValueChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF676,PaymentManagement,v4.0.0,4.0.0,PaymentCreateEvent
TMFC029,PaymentManagement,publishedEvents,TMF676,PaymentManagement,v4.0.0,4.0.0,PaymentDeleteEvent
TMFC029,PaymentManagement,publishedEvents,TMF676,PaymentManagement,v4.0.0,4.0.0,PaymentStatusChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF676,PaymentManagement,v4.0.0,4.0.0,RefundAttributeValueChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF676,PaymentManagement,v4.0.0,4.0.0,RefundCreateEvent
TMFC029,PaymentManagement,publishedEvents,TMF676,PaymentManagement,v4.0.0,4.0.0,RefundStatusChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,ProcessFlowCreateEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,ProcessFlowStateAttributeValueChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,ProcessFlowStateChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,ProcessFlowStateDeleteEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,TaskFlowAttributeValueChangeEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,TaskFlowCreateEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,TaskFlowDeleteEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,TaskFlowInformationRequiredEvent
TMFC029,PaymentManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,TaskFlowStateChangeEvent
TMFC030,BillGenerationManagement,subscribedEvents,TMF669,partyRoleManagement,v4.0.0,4.0.0,partyRoleAttributeValueChangeEvent
TMFC030,BillGenerationManagement,subscribedEvents,TMF669,partyRoleManagement,v4.0.0,4.0.0,partyRoleDeleteEvent
TMFC030,BillGenerationManagement,subscribedEvents,TMF669,partyRoleManagement,v4.0.0,4.0.0,partyRoleStateChangeEvent
TMFC031,BillCalculation,subscribedEvents,TMF635,usageManagement,v4.0.0,4.0.0,UsageAttributeValueChangeEvent
TMFC031,BillCalculation,subscribedEvents,TMF635,usageManagement,v4.0.0,4.0.0,UsageCreateEvent
TMFC031,BillCalculation,subscribedEvents,TMF635,usageManagement,v4.0.0,4.0.0,UsageDeleteEvent
TMFC031,BillCalculation,subscribedEvents,TMF635,usageManagement,v4.0.0,4.0.0,UsageSpecificationAttributeValueChangeEvent
TMFC031,BillCalculation,subscribedEvents,TMF635,usageManagement,v4.0.0,4.0.0,UsageSpecificationCreateEvent
TMFC031,BillCalculation,subscribedEvents,TMF635,usageManagement,v4.0.0,4.0.0,UsageSpecificationDeleteEvent
TMFC031,BillCalculation,subscribedEvents,TMF635,usageManagement,v4.0.0,4.0.0,UsageStateChangeEvent
TMFC035,PermissionsManagement,publishedEvents,TMF669,partyRole,v4.0.0,4.0.0,PartyRoleAttributeValueChangeEvent
TMFC035,PermissionsManagement,publishedEvents,TMF669,partyRole,v4.0.0,4.0.0,PartyRoleCreateEvent
TMFC035,PermissionsManagement,publishedEvents,TMF669,partyRole,v4.0.0,4.0.0,PartyRoleDeleteEvent
TMFC035,PermissionsManagement,publishedEvents,TMF669,partyRole,v4.0.0,4.0.0,PartyRoleStateChangeEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,permissionAttributeValueChangeEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,permissionCreateEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,permissionDeleteEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,permissionStateChangeEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,userRoleAttributeValueChangeEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,userRoleCreateEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,userRoleDeleteEvent
TMFC035,PermissionsManagement,publishedEvents,TMF672,userRole,v4.0.0,4.0.0,userRoleStateChangeEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,individualAttributeValueChangeEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,individualCreateEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,individualStateChangeEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,organizationAttributeValueChangeEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,organizationCreateEvenet
TMFC035,PermissionsManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,organizationStateChangeEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowCreateEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowStateChangeEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowCreateEvent
TMFC035,PermissionsManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowStateChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesLeadAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesLeadCreateEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesLeadDeleteEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesLeadStateChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesOpportunityAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesOpportunityCreateEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesOpportunityDeleteEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF699,SalesManagement,v4.0.0,4.0.0,SalesOpportunityStateChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowCreateEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowSpecificationAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowSpecificationCreateEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowSpecificationDeleteEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowSpecificationStateChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowStateAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowStateChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,processFlowStateDeleteEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowCreateEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowDeleteEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowInformationRequiredEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowSpecificationAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowSpecificationCreateEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowSpecificationDeleteEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowSpecificationStateChangeEvent
TMFC036,LeadAndOpportunityManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.1.0,taskFlowStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingPriceStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductOfferingStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF620,ProductCatalogManagement,v4.0.0,4.0.0,ProductSpecificationStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF622,ProductOrder,v4.0.0,4.0.0,ProductOrderAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF622,ProductOrder,v4.0.0,4.0.0,ProductOrderCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF622,ProductOrder,v4.0.0,4.0.0,ProductOrderDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF622,ProductOrder,v4.0.0,4.0.0,ProductOrderInformationRequiredEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF622,ProductOrder,v4.0.0,4.0.0,ProductOrderStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,IndividualAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,IndividualCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,IndividualDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,IndividualStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,OrganizationAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,OrganizationCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,OrganizationDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF632,PartyManagement,v4.0.0,4.0.0,OrganizationStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF648,QuoteManagement,v4.0.0,4.0.0,QuoteAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF648,QuoteManagement,v4.0.0,4.0.0,QuoteCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF648,QuoteManagement,v4.0.0,4.0.0,QuoteDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF648,QuoteManagement,v4.0.0,4.0.0,QuoteInformationRequiredEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF648,QuoteManagement,v4.0.0,4.0.0,QuoteStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementSpecificationAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementSpecificationCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementSpecificationDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementSpecificationStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF651,AgreementManagement,v4.0.0,4.0.0,AgreementStateChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF701,PartyRoleManagement,v4.0.0,4.1.0,PartyRoleAttributeValueChangeEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF701,PartyRoleManagement,v4.0.0,4.1.0,PartyRoleCreateEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF701,PartyRoleManagement,v4.0.0,4.1.0,PartyRoleDeleteEvent
TMFC036,LeadAndOpportunityManagement,subscribedEvents,TMF701,PartyRoleManagement,v4.0.0,4.1.0,PartyRoleStateChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,measurementCollectionJobAttributeValueChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,measurementCollectionJobCreateEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,measurementCollectionJobDeleteEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,measurementCollectionJobExecutionStateChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,measurementCollectionJobFilesPreparationErrorEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,measurementCollectionJobFilesReadyEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,onDemandCollectionAttributeValueChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,onDemandCollectionCreateEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,onDemandCollectionDeleteEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,onDemandCollectionExecutionStateChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,onDemandCollectionFilesPreparationErrorEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,onDemandCollectionFilesReadyEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdChangeNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdCreateNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdJobChangedNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdJobCreateNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdJobResumeNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdJobSuspendNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdRuleChangedNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.1.0,thresholdRuleCreateNotification
TMFC037,ServicePerformanceManagement,publishedEvents,TMF642,AlarmManagement,v4.0.0,4.0.0,alarmAckEvent**
TMFC037,ServicePerformanceManagement,publishedEvents,TMF642,AlarmManagement,v4.0.0,4.0.0,alarmClearEvent**
TMFC037,ServicePerformanceManagement,publishedEvents,TMF642,AlarmManagement,v4.0.0,4.0.0,alarmCreateEvent**
TMFC037,ServicePerformanceManagement,publishedEvents,TMF642,AlarmManagement,v4.0.0,4.0.0,alarmStateChange**
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,processFlowCreateEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,processFlowStateAttributeValueChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,processFlowStateChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,processFlowStateDeleteEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,taskFlowAttributeValueChangeEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,taskFlowCreateEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,taskFlowDeleteEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,taskFlowInformationRequiredEvent
TMFC037,ServicePerformanceManagement,publishedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,taskFlowStateChangeEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF633,ServiceCatalogManagement,v4.0.0,4.0.0,serviceSpecificationChangeEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF638,ServiceInventoryManagement,v4.0.0,4.0.0,serviceAttributeValueChangeEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF638,ServiceInventoryManagement,v4.0.0,4.0.0,serviceCreateEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF638,ServiceInventoryManagement,v4.0.0,4.0.0,serviceDeleteEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF638,ServiceInventoryManagement,v4.0.0,4.0.0,serviceStateChangeEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF639,ResourceInventoryManagement,v4.0.0,4.0.0,resourceAttributeValueChangeEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF639,ResourceInventoryManagement,v4.0.0,4.0.0,resourceCreateEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF639,ResourceInventoryManagement,v4.0.0,4.0.0,resourceDeleteEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF639,ResourceInventoryManagement,v4.0.0,4.0.0,resourceStateChangeEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,processFlowCreateEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,processFlowStateChangeEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,taskFlowCreateEvent
TMFC037,ServicePerformanceManagement,subscribedEvents,TMF701,ProcessFlowManagement,v4.0.0,4.0.0,taskFlowStateChangeEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,measurementCollectionJobAttributeValueChangeEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,measurementCollectionJobCreateEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,measurementCollectionJobDeleteEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,measurementCollectionJobExecutionStateChangeEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,measurementCollectionJobFilesPreparationErrorEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,measurementCollectionJobFilesReadyEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,onDemandCollectionAttributeValueChangeEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,onDemandCollectionCreateEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,onDemandCollectionDeleteEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,onDemandCollectionExecutionStateChangeEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,onDemandCollectionFilesPreparationErrorEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceManagement,v4.0.0,4.0.0,onDemandCollectionFilesReadyEvent
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdChangeNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdCreateNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdJobChangedNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdJobCreateNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdJobResumedNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdJobSuspendedNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdRuleChangeNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF628,PerformanceThresholdManagement,v4.0.0,4.0.0,thresholdRuleCreateNotification
TMFC038,ResourcePerformanceManagement,publishedEvents,TMF642,AlarmManagement,v4.0.0,4.0.0,alarmAckEvent**
