component,name,functionalBlock,functionType,functionList
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.17.4|Provide_Advice_of_Rate|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.17.5|Apply_Rate_Level_Discounts|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.17|Product_Rating_&_Rate_Assignment|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,125|Charging_Event_Accumulation|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,126|Event_Charge/Credit_Calculation|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,127|Calculated_Charges/Credits_Proration|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,128|Late_Arrival_Usage_Charges/Credits_Recalculation|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,186|Charging/Rating_Recalculation|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,253|Customer_Usage_and_Charges_Report_Access|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,300|Discounts_Calculation|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,55|Price_and_Discount_Calculation|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,67|Usage_Summary_and_Details_Presentation|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,85|Billing_Event_Processing_Distribution|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,functionalFrameworkFunctions,86|Billing_Event_Processing_Enrichment|v23.0
TMFC041,AnomalyManagement,IntelligenceManagement,SID,Patterns_Domain|Anomaly_ABE|Anomaly_Entity_ABE|v25.0
TMFC041,AnomalyManagement,IntelligenceManagement,SID,Patterns_Domain|Anomaly_ABE|Anomaly_Management_Plan_ABE|v25.0
TMFC041,AnomalyManagement,IntelligenceManagement,SID,Patterns_Domain|Anomaly_ABE|Anomaly_Specification_ABE|v25.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1352|Anomaly_Pattern_Collection|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1353|Anomaly_Normal_Description_Capture|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1354|Anomaly_Pattern_Correlation|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1355|Anomaly_Learning|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1356|Anomaly_Alerting|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1357|Anomaly_Reporting|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1358|Anomaly_Pattern_Analysis|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1359|Univariate_Anomaly_Detection|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1360|Multivariate_Anomaly_Detection|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1361|Anomaly_Model_Selection|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1362|Real-time_Model_Inferencing|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1363|Anomaly_Batch_Inferencing|v24.0
TMFC041,AnomalyManagement,IntelligenceManagement,functionalFrameworkFunctions,1364|Anomaly_Pattern_Matching|v24.0
TMFC043,FaultManagement,Production,SID,Resource_Domain|Resource_Trouble_ABE|AlarmSeverityAssignmentProfile_BE|v25.0
TMFC043,FaultManagement,Production,SID,Resource_Domain|Resource_Trouble_ABE|Resource_Alarm_ABE|v25.0
TMFC043,FaultManagement,Production,SID,Service_Domain|Service_Problem_ABE|v25.0
TMFC043,FaultManagement,Production,eTOM,1.4.6|Service_Problem_Management|v25.0
TMFC043,FaultManagement,Production,eTOM,1.5.8|Resource_Trouble_Management|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,1067|Service_Problem_Manual_Correction_Support|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,1155|Resource_Diagnostic_and_Test_Analysis|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,1186|Resource_Trouble_Cause_Identification|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,1187|Resource_Trouble_Resolution|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,610|Service_Problem_Prioritization|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,612|Service_Problem_Automatic_Correction|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,615|Service_Problem_Tracking_&_Management|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,979|Service_Assurance_Control_Calculation|v25.0
TMFC043,FaultManagement,Production,functionalFrameworkFunctions,980|Service_Assurance_Trouble_Mitigation|v25.0
TMFC046,WorkforceManagement,Production,SID,Enterprise_Domain|Workforce_ABE|v25.0
TMFC046,WorkforceManagement,Production,eTOM,1.5.4.8|Manage_Field_Workforce|v23.0.1
TMFC046,WorkforceManagement,Production,eTOM,1.5.4|Resource_Readiness_&_Support|v23.0.1
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,113|Care-center_Compliance_Management|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,114|Care-center_Case_Queing|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,116|Center_Activity_Management|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,1183|Workforce_Availability_Check|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,1184|Workforce_Agenda_Booking|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,119|Center_Time_Management|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,1326|Work_List_Management|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,449|Resource_Change_Project_Collaboration|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,482|Workforce_Management|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,554|Workforce_Appointment_Schedule_Configuration|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,555|Workload_Forecasting|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,556|Workforce_Availability_Management|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,558|Workforce_Dispatchability_Management|v23.0
TMFC046,WorkforceManagement,Production,functionalFrameworkFunctions,561|Workforce_Scheduling|v23.0
TMFC050,ProductRecommendationManagement,CoreCommerce,SID,Product_Domain|Product_Offering_Specification_ABE|v26.0
TMFC050,ProductRecommendationManagement,CoreCommerce,eTOM,1.12.9.4.2|Recommend_Appropriate_Product_Offering(s)|v26.0
TMFC050,ProductRecommendationManagement,CoreCommerce,eTOM,1.12.9.4|Cross/Up_Sell|v26.0
TMFC050,ProductRecommendationManagement,CoreCommerce,functionalFrameworkFunctions,1195|Pushed_Offer_Identification|v26.0
TMFC050,ProductRecommendationManagement,CoreCommerce,functionalFrameworkFunctions,1196|Product_Specification_&_Offering_Simulation|v26.0
TMFC054,ProductTestManagement,CoreCommerce,SID,Product_Domain|Product_Test_ABE|v25.0
TMFC054,ProductTestManagement,CoreCommerce,eTOM,1.2.1.5|Product_Test_Strategy|v25.0
TMFC054,ProductTestManagement,CoreCommerce,eTOM,1.2.1|Product_Portfolio_Strategy_Management|v25.0
TMFC054,ProductTestManagement,CoreCommerce,eTOM,1.2.4.9|Manage_Product_Test|v25.0
TMFC054,ProductTestManagement,CoreCommerce,eTOM,1.2.4|Product_Support_Management|v25.0
TMFC054,ProductTestManagement,CoreCommerce,functionalFrameworkFunctions,1073|Product_Test_Specification_Design|v26.0
TMFC054,ProductTestManagement,CoreCommerce,functionalFrameworkFunctions,1074|Product_Test_Configuration_Design|v26.0
TMFC054,ProductTestManagement,CoreCommerce,functionalFrameworkFunctions,1075|Product_Test_Restitution_Design|v26.0
TMFC054,ProductTestManagement,CoreCommerce,functionalFrameworkFunctions,1130|Product_Test_Authorization_Check|v26.0
TMFC054,ProductTestManagement,CoreCommerce,functionalFrameworkFunctions,1131|Product_Test_Execution|v26.0
TMFC054,ProductTestManagement,CoreCommerce,functionalFrameworkFunctions,1132|Product_Test_Reporting|v26.0
TMFC055,ServiceTestManagement,Production,SID,Service_Domain|Service_Test_ABE|ServiceTestSpec_BE|v25.0
TMFC055,ServiceTestManagement,Production,SID,Service_Domain|Service_Test_ABE|ServiceTest_BE|v25.0
TMFC055,ServiceTestManagement,Production,eTOM,1.4.1.8|Service_Test_Strategy|v24.5
TMFC055,ServiceTestManagement,Production,eTOM,1.4.1.9|Analyze_Service_Test_Quality|v24.5
TMFC055,ServiceTestManagement,Production,eTOM,1.4.1|Service_Strategy_Management|v24.5
TMFC055,ServiceTestManagement,Production,eTOM,1.4.3.8|Service_Specification_Test_Development_&_Retirement|v24.5
TMFC055,ServiceTestManagement,Production,eTOM,1.4.3|Service_Specification_Lifecycle_Management|v24.5
TMFC055,ServiceTestManagement,Production,eTOM,1.4.4.6|Manage_Service_Test|v24.5
TMFC055,ServiceTestManagement,Production,eTOM,1.4.4|Service_Support_Management|v24.5
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,1136|Service_Test_Specification_and_Scenario_Management|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,1137|Service_Test_Rules_Management|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,1138|Service_Test_Reporting_Rules_Management|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,566|Service_Test_Result_Analysis_Policy_Configuration|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,573|Service_Testing_Rules_Management|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,575|Service_Test_Results_Reporting|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,577|Service_End_to_End_Test_Scheduling|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,579|Service_End_to_End_Testing|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,581|Automated_Service_Test_Invocation|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,582|Manual_Service_Test_Invocation|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,625|Service_Test_Operation_Control|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,626|Service_Testing_Management|v24.0
TMFC055,ServiceTestManagement,Production,functionalFrameworkFunctions,627|Service_Test_Strategy_Management|v24.0
TMFC061,WorkOrderManagement,Production,SID,Enterprise_Domain|Workforce_ABE|Work_Specification_ABE|v25.0
TMFC061,WorkOrderManagement,Production,SID,Product_Domain|Project_ABE|Work_Order_ABE|v25.0
TMFC061,WorkOrderManagement,Production,eTOM,1.5.19.1|Develop_Resource_Specifications|v23.5
TMFC061,WorkOrderManagement,Production,eTOM,1.5.19.2|Master_Resource_Specifications|v23.5
TMFC061,WorkOrderManagement,Production,eTOM,1.5.19.3|Analyze_Resource_Specifications|v23.5
TMFC061,WorkOrderManagement,Production,eTOM,1.5.19.4|Update_and_Version_Resource_Specifications|v23.5
TMFC061,WorkOrderManagement,Production,eTOM,1.5.19|Resource_Specification_Management|v23.5
TMFC061,WorkOrderManagement,Production,eTOM,1.5.5.7|Manage_Resource_Work_Order|v23.5
TMFC061,WorkOrderManagement,Production,eTOM,1.5.5|Resource_Order_Management|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,540|Work_Order_Manual_Activities_Determining|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,541|Work_Order_Assignment_Dispatching|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,542|Dynamic_Work_Order_Assigning|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,543|Periodic_Bulk_Work_Order_Assigning|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,544|Work_Order_Closing|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,545|Work_Order_Coordination|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,547|Work_Order_Information_Transferring|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,548|Work_Orders_Initiation|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,549|Work_Order_Re-assigning|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,551|Work_Order_Status_Monitoring|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,552|Work_Order_Updating|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,553|Work_Specification_Classification|v23.5
TMFC061,WorkOrderManagement,Production,functionalFrameworkFunctions,739|Workflow_Delay_Jeopardy_Analyzing|v23.5
TMFC062,ResourceConfigurationandActivation,Production,SID,Resource_Domain|Resource_Configuration_ABE|v25.0
TMFC062,ResourceConfigurationandActivation,Production,eTOM,1.5.8.2.1|Verify_Resource_Configuration|v25.0
