component,name,functionalBlock,functionType,functionList
TMFC027,ProductConfigurator,CoreCommerce,functionalFrameworkFunctions,930|Automatic_Solution_Validation|v25.0
TMFC027,ProductConfigurator,CoreCommerce,functionalFrameworkFunctions,931|Solution_Pricing|v25.0
TMFC027,ProductConfigurator,CoreCommerce,functionalFrameworkFunctions,932|Calculation_Rules_Retrieval|v25.0
TMFC027,ProductConfigurator,CoreCommerce,functionalFrameworkFunctions,933|Price/Cost_Optimization_|v25.0
TMFC028,PartyManagement,PartyManagement,SID,Shared_Domain|Party_ABE|Contact_Medium_ABE|v25.0
TMFC028,PartyManagement,PartyManagement,SID,Shared_Domain|Party_ABE|Party_BE|v25.0
TMFC028,PartyManagement,PartyManagement,SID,Shared_Domain|Party_ABE|Party_Community_ABE|v25.0
TMFC028,PartyManagement,PartyManagement,SID,Shared_Domain|Party_ABE|Party_Identification_ABE|v25.0
TMFC028,PartyManagement,PartyManagement,SID,Shared_Domain|Party_ABE|TaxExemptionCertificate_BE|v25.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.3.16|Customer_Inventory_Management|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.3.4.2|Establish_Customer_Relationship|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.3.4.3|Re-establish_Customer_Relationship|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.3.4.4|Terminate_Customer_Relationship|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.3.4|Customer_Relationship_Management|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.3.6|Customer_Information_Management|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.6.21|Party_Inventory_Management|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.6.3.1.5|Collect_Party_data|v26.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.6.3.1|Party_Relationship_Management|v26.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.6.3|Party_Relationship_Development_&_Retirement|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.7.7.2|Develop_the_Workforce|v23.0
TMFC028,PartyManagement,PartyManagement,eTOM,1.7.7|Human_Resources_Management|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,1032|Partner_Group_and_Hierarchy_Definition|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,1033|Partner_Group_and_Hierarchy_Assigning|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,1034|Partner_Profile_Management|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,1035|Partner_Preferences_Management|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,1036|Partner_Profile_Enquiry_and_Filtering|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,1037|Partner_Profile_Storage|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,121|Registration|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,122|Customer_Information_Searching|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,124|Guided_Customer_Information_Capturing|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,195|Customers_Hierarchy_and_Group_Management|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,225|Customer_Details_Management|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,226|Customer_Preferences_Administration|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,233|Customer_Actions_Profile_Updating|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,282|Customer_Information_Presentation|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,364|Customer/Prospect_Data_Acquisition|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,369|Customer_Data_Fencing|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,400|Customer_Information_Management|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,746|Partner_Workflow_Management|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,91|Customer_Profile_Updating|v23.0
TMFC028,PartyManagement,PartyManagement,functionalFrameworkFunctions,92|Customer_Relation_Map_Exposure|v23.0
TMFC029,PaymentManagement,PartyManagement,SID,Shared_Domain|Party_Payment_ABE|v25.0
TMFC029,PaymentManagement,PartyManagement,eTOM,1.3.10.2|Manage_Customer_Payments|v23.0
TMFC029,PaymentManagement,PartyManagement,eTOM,1.3.10|Customer_Bill_Payments_&_Receivables_Management|v23.0
TMFC029,PaymentManagement,PartyManagement,eTOM,1.6.16.1.1|Business_Partner_Payment_Handling|v23.0
TMFC029,PaymentManagement,PartyManagement,eTOM,1.6.16.1.2|Business_Partner_Payment_Method_Management|v23.0
TMFC029,PaymentManagement,PartyManagement,eTOM,1.6.16.1.3|Business_Partner_Payment_Plan_Administration|v23.0
TMFC029,PaymentManagement,PartyManagement,eTOM,1.6.16.1|Business_Partner_Payment_Management|v23.0
TMFC029,PaymentManagement,PartyManagement,eTOM,1.6.16|Business_Partner_Payments_&_Receivables_Management|v23.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,1065|Procurement_Order_Payment|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,153|Collection_Payment_Agreement_Monitoring|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,156|Collection_Payment_Planning|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,157|Collection_Payment_Plan_Monitoring|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,171|Customer_Support_Payment_Management|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,251|Customer_Bill_Payment|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,30|Advance_Payment_Acceptance|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,321|Bank_Interface_Direct_Debit_Payment_Receiving|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,322|Payment_Transaction_Refunding|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,323|Payment_Interface_Management|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,324|Financial_Transaction_Settlement|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,325|Financial_Institution_Reconciliation|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,326|Financial_Institution_Payment_Authorization_Linking|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,327|Remittance_Details_Access|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,328|Financial_Institution_Security_Verification|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,33|Deposit_Management|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,658|Partner_Payments_Management|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,936|Customer_Support_Invoice_Payment|v24.0
TMFC029,PaymentManagement,PartyManagement,functionalFrameworkFunctions,937|Customer_Support_Prepaid_Recharge_Payment|v24.0
TMFC030,BillGenerationManagement,PartyManagement,SID,Customer_Domain|Customer_Bill_ABE|v25.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.2.1|Render_&_Format_Customer_Invoice|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.2.2|Deliver_Electronic_Invoice|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.2.3|Verify_Customer_Invoice_Quality|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.2.4|Manage_Customer_Invoice_Quality|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.2|Create_Customer_Bill_Invoice|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.3.1|Co-ordinate_Billing_Insertion|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.3.2|Establish_&_Manage_Bill_Production_Cycle|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.3.3|Deliver_Invoice_Information|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9.3|Produce_&_Distribute_Customer_Bill|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,"1.3.9.4.2|Apply_Pricing,_Discounting,_Adjustments_&_Rebates_to_Customer_Account|v23.0"
TMFC030,BillGenerationManagement,PartyManagement,eTOM,"1.3.9.4|Pricing,_Discounting,_Adjustments_&_Rebates_Application|v23.0"
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.3.9|Customer_Bill_Invoice_Management|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.2.1|Establish_&_Maintain_BP_Bill_Invoice_Format|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.2.2|Maintain_Bill_Invoice_BP_List|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.2.3|Define_BP_Billing_Cycle|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.2|BP_Bill/Invoice_Control|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.3.2|Create_BP_Bill/Invoice|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.3.3|Distribute_BP_Bill/Invoice|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.3.4|Manage_BP_Bill/Invoice_Archive|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.3.5|Receive_BP_Bill/Invoice|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15.3.6|Administer_Commercial_Arrangement_for_BP_Bill/Invoice_Creation_Capability|v23.0
TMFC030,BillGenerationManagement,PartyManagement,eTOM,1.6.15|BP_Bill/Invoice_Management|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,309|Invoice_Balance_Calculation|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,310|Invoice_Charges_Compilation|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,311|Invoice_Totals_Calculation|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,312|Invoice_Detail_Collection|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,329|Invoice_Tax_Calculation|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,62|Invoice_Items_Listing|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,63|Invoice_Listing|v23.0
TMFC030,BillGenerationManagement,PartyManagement,functionalFrameworkFunctions,65|Bill_Image_Presentation|v23.0
TMFC031,BillCalculation,CoreCommerce,SID,Business_Partner_Domain|Applied_Party_Billing_Rate_ABE|v23.5.0
TMFC031,BillCalculation,CoreCommerce,SID,Customer_Domain|Applied_Customer_Billing_Rate_ABE|v23.5.0
TMFC031,BillCalculation,CoreCommerce,eTOM,1.3.9.4.1|Obtain_Billing_Events|v23.5
TMFC031,BillCalculation,CoreCommerce,eTOM,"1.3.9.4.2|Apply_Pricing,_Discounting,_Adjustments_&_Rebates_to_Customer_Account|v23.5"
TMFC031,BillCalculation,CoreCommerce,eTOM,1.3.9.4.3|Apply_Agreed_Customer_Bill_Adjustment|v23.5
TMFC031,BillCalculation,CoreCommerce,eTOM,"1.3.9.4|Pricing,_Discounting,_Adjustments_&_Rebates_Application|v23.5"
TMFC031,BillCalculation,CoreCommerce,eTOM,1.3.9|Customer_Bill_Invoice_Management|v23.5
TMFC031,BillCalculation,CoreCommerce,eTOM,1.6.15.1|BP_Bill/Invoice_Process_Management|v23.5
TMFC031,BillCalculation,CoreCommerce,eTOM,"1.6.15.3.1|Apply_BP_Pricing,_Discounting,_Adjustments_&_Rebates|v23.5"
TMFC031,BillCalculation,CoreCommerce,eTOM,1.6.15.3.5|Receive_BP_Bill/Invoice|v23.5
TMFC031,BillCalculation,CoreCommerce,eTOM,1.6.15.3|BP_Bill/Invoice_Lifecycle_Management|v23.5
TMFC031,BillCalculation,CoreCommerce,eTOM,1.6.15|BP_Bill/Invoice_Management|v23.5
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,158|Commitment_Tracking_Result_Determining|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,159|Commitment_Tracking_Terms_&_Conditions_Evaluation|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,160|Commitment_Tracking_Data_Collection|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,183|Bill_Charges_Aggregation|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,184|Currency_Conversion|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,256|Customer_Bill_Usage_and_Charges_Viewing|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,300|Discount_Calculation|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,316|Billing_Administration|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,32|Billing_Initialization|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,399|Billing_Management_Integration|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,55|Price_and_Discount_Calculation|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,60|Split_Bill_Charge_Distribution|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,61|On_Demand_Bill_Calculation|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,67|Usage_Summary_and_Details_Presentation|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,68|Charges_to_Billing_Statement_Identification|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,69|Charge_To_Billing_Account_Identification|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,70|Charge_To_Billing_Account_Distribution|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,72|Billing_Account_Price_Plan_Determining|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,87|Billing_Event_Processing_Guiding|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,89|Billing_Event_Aggregation|v23.5.0.1
TMFC031,BillCalculation,CoreCommerce,functionalFrameworkFunctions,90|Billing_Event_Processing_Analyzing|v23.5.0.1
TMFC035,PermissionsManagement,PartyManagement,SID,Market_&_Sales_Domain|Market_Sales_Party_Roles_ABE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Resource_Domain|Resource_Party_Roles_ABE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Service_Domain|Service_Party_Roles_ABE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Shared_Domain|Party_ABE|PartyRoleSpecification_BE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Shared_Domain|Party_ABE|PartyRole_BE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Shared_Domain|Party_ABE|Party_Organization_ABE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Shared_Domain|Permission_ABE|PermissionSet_BE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Shared_Domain|Permission_ABE|PermissionSpecSet_BE|v25.0
TMFC035,PermissionsManagement,PartyManagement,SID,Shared_Domain|Permission_ABE|Permission_BE|v25.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,1025|Application_Access|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,1181|Party_Role_Assignment|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,1182|Permission_Perimeter_Configuration|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,260|Anonymous_User_Account_Creation|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,897|Building_Access_Control|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,898|Application_Security_Management|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,899|Single_Sign-On_Access_Control|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,900|Authorization_Control|v26.0
TMFC035,PermissionsManagement,PartyManagement,functionalFrameworkFunctions,906|PKI_and_Digital_Certificates_Systems_Integration|v26.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,SID,Market_&_Sales_Domain|Sales_Lead_and_Opportunity_ABE|Sales_Lead_ABE|v25.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,SID,Market_&_Sales_Domain|Sales_Lead_and_Opportunity_ABE|Sales_Opportunity_ABE|v25.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.11.1|Manage_Sales_Contact|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.11.2|Manage_Sales_Lead|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.11.3|Manage_Sales_Prospect|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.11|Contact/Lead/Prospect_Management|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.7.2|Support_Selling|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.7.5|Manage_Sales_Accounts|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.7|Market_Sales_Support_&_Readiness|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.9.1|Qualify_Selling_Opportunity|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.9.3|Acquire_Sales_Prospect_Data|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,eTOM,1.1.9|Selling|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,functionalFrameworkFunctions,372|Sales_Opportunity_Management|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,functionalFrameworkFunctions,374|Funnel_Creation|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,functionalFrameworkFunctions,375|Funnel_Assigning|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,functionalFrameworkFunctions,376|Funnel_Leads_Tracking|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,functionalFrameworkFunctions,394|Sales_Aids_Support|v23.0
TMFC036,LeadAndOpportunityManagement,PartyManagement,functionalFrameworkFunctions,726|Sales_Lead_Capturing|v23.0
TMFC037,ServicePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Monitoring_ABE|Performance_Collection_ABE|AdhocCollection_BE|v25.0
TMFC037,ServicePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Monitoring_ABE|Performance_Collection_ABE|MeasurementCollectionJob_BE|v25.0
TMFC037,ServicePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Monitoring_ABE|Performance_Production_ABE|MeasurementProductionJob_BE|v25.0
TMFC037,ServicePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Threshold_ABE|v25.0
TMFC037,ServicePerformanceManagement,Production,SID,Resource_Domain|Resource_Trouble_ABE|Alarm_ABE|v25.0
TMFC037,ServicePerformanceManagement,Production,SID,Service_Domain|Service_Performance_ABE|v25.0
TMFC037,ServicePerformanceManagement,Production,eTOM,1.4.7.10|Manage_Service_Performance_Control|v25.0
TMFC037,ServicePerformanceManagement,Production,eTOM,1.4.7.11|Manage_Service_Performance_Reporting|v25.0
TMFC037,ServicePerformanceManagement,Production,eTOM,1.4.7.6|Manage_Service_Performance_Requirement|v25.0
TMFC037,ServicePerformanceManagement,Production,eTOM,1.4.7.7|Manage_Service_Performance_Plan|v25.0
TMFC037,ServicePerformanceManagement,Production,eTOM,1.4.7.8|Manage_Service_Performance_Measure|v25.0
TMFC037,ServicePerformanceManagement,Production,eTOM,1.4.7.9|Manage_Service_Performance_Analysis|v25.0
TMFC037,ServicePerformanceManagement,Production,eTOM,1.4.7|Service_Performance_Management|v25.0
TMFC037,ServicePerformanceManagement,Production,functionalFrameworkFunctions,603|Service_Performance_Data_Collection|v25.0
TMFC037,ServicePerformanceManagement,Production,functionalFrameworkFunctions,604|Service_Performance_Event_Correlation|v25.0
TMFC037,ServicePerformanceManagement,Production,functionalFrameworkFunctions,605|Service_Performance_Monitoring|v25.0
TMFC037,ServicePerformanceManagement,Production,functionalFrameworkFunctions,606|Service_Performance_Reporting|v25.0
TMFC038,ResourcePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Monitoring_ABE|Performance_Collection_ABE|AdhocCollection_BE|v25.0
TMFC038,ResourcePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Monitoring_ABE|Performance_Collection_ABE|MeasurementCollectionJob_BE|v25.0
TMFC038,ResourcePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Monitoring_ABE|Performance_Production_ABE|MeasurementProductionJob_BE|v25.0
TMFC038,ResourcePerformanceManagement,Production,SID,Patterns_Domain|Performance_ABE|Performance_Threshold_ABE|v25.0
TMFC038,ResourcePerformanceManagement,Production,SID,Resource_Domain|Resource_Performance_ABE|v25.0
TMFC038,ResourcePerformanceManagement,Production,SID,Resource_Domain|Resource_Trouble_ABE|Alarm_ABE|v25.0
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.4.2|Enable_Resource_Performance_Management|v24.5
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.4|Resource_Readiness_and_Support|v24.5
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.9.1|Monitor_Resource_Performance|v24.5
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.9.2|Analyze_Resource_Performance|v24.5
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.9.4|Report_Resource_Performance|v24.5
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.9.5|Create_Resource_Performance_Degradation_Report|v24.5
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.9.7|Close_Resource_Performance_Degradation_Report|v24.5
TMFC038,ResourcePerformanceManagement,Production,eTOM,1.5.9|Resource_Performance_Management|v24.5
TMFC038,ResourcePerformanceManagement,Production,functionalFrameworkFunctions,1066|Resource_Performance_Event_Filtering|v24.5
TMFC038,ResourcePerformanceManagement,Production,functionalFrameworkFunctions,498|Resource_Performance_Data_Analyzing|v24.5
TMFC038,ResourcePerformanceManagement,Production,functionalFrameworkFunctions,499|Resource_Performance_Data_Aggregation_and_Trend_Analyzing|v24.5
TMFC038,ResourcePerformanceManagement,Production,functionalFrameworkFunctions,501|Resource_Performance_Event_Correlation|v24.5
TMFC038,ResourcePerformanceManagement,Production,functionalFrameworkFunctions,502|Resource_Performance_Data_Accumulation|v24.5
TMFC038,ResourcePerformanceManagement,Production,functionalFrameworkFunctions,903|Anomaly_Monitoring|v24.5
TMFC039,AgreementManagement,PartyManagement,SID,Patterns_Domain|Agreement_ABE|AgreementApproval_BE|v25.0
TMFC039,AgreementManagement,PartyManagement,SID,Patterns_Domain|Agreement_ABE|AgreementAuthorization_BE|v25.0
TMFC039,AgreementManagement,PartyManagement,SID,Patterns_Domain|Agreement_ABE|AgreementItem_BE|v25.0
TMFC039,AgreementManagement,PartyManagement,SID,Patterns_Domain|Agreement_ABE|AgreementTermOrCondition_BE|v25.0
TMFC039,AgreementManagement,PartyManagement,SID,Patterns_Domain|Agreement_ABE|Agreement_BE|v25.0
TMFC039,AgreementManagement,PartyManagement,eTOM,1.6.5|Party_Agreement_Management|v23.0
TMFC039,AgreementManagement,PartyManagement,eTOM,1.7.14.5|Manage_Contract|v23.0
TMFC039,AgreementManagement,PartyManagement,eTOM,1.7.14|Enterprise_Governance|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,1026|Partner_Collaboration_Constraints_Collection|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,1042|Partner_Agreement_Creation|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,1043|Partner_Agreement_Storage_and_Searching|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,1044|Partner_Agreement_Implementation|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,1045|Partner_Agreement_Tracking|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,1179|Customer_Framework_Agreement_Definition|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,1180|Customer_Framework_Agreement_Approval|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,361|Product_Agreement_Implementation|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,363|Product_Agreement_Storage|v23.0
TMFC039,AgreementManagement,PartyManagement,functionalFrameworkFunctions,653|Contract_Management|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,SID,Product_Domain|Product_Offering_Instance_ABE|Product_Price_ABE|v25.0
TMFC040,ProductUsageManagement,CoreCommerce,SID,Product_Domain|Product_Usage_ABE|v25.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.1.1|Add_Product_Usage_Data|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.1.2|Assign_Product_Usage_Price|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.1|Product_Usages|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.2.1|Assign_Product_Usages|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.2.2|Distribute_Product_Usage|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.2.3|Guide_Product_Usages|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.2|Guide_and_Assign_Product_Usages|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.3.1|Edit_Product_Usages|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.3.2|Reformat_Product_Usages|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.3|Mediate_Product_Usages|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.4.1|Generate_Product_Usage_Report|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.4.2|Investigate_Product_Usage_Related_Problem|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.4.3|Support_Product_Usage_Related_Process|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16.4|Report_Product_Usage_Records|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.16|Product_Usage_Management|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.17.1|Perform_Rating|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.17.2|Aggregate_Items_For_Rate_Assignment|v23.0
TMFC040,ProductUsageManagement,CoreCommerce,eTOM,1.2.17.3|Manage_Customer_Assignment_Hierarchy|v23.0
