component,name,function,apiType,api,version,specVersion,required,resource,method
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF674,v4.0.0,4.0.0,false,geographicSite,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF674,v4.0.0,4.0.0,false,geographicSite,GET /id
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF675,v4.0.0,4.0.0,false,geographicLocation,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF675,v4.0.0,4.0.0,false,geographicLocation,GET /id
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF666,v4.0.0,4.0.0,false,billingAccount,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF666,v4.0.0,4.0.0,false,billingAccount,GET /id
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF632,v4.0.0,4.0.0,false,individual,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF632,v4.0.0,4.0.0,false,individual,GET /id
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF632,v4.0.0,4.0.0,false,organization,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF632,v4.0.0,4.0.0,false,organization,GET /id
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF637,v4.0.0,4.0.0,false,product,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF637,v4.0.0,4.0.0,false,product,GET /id
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF637,v4.0.0,4.0.0,false,product,POST
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF637,v4.0.0,4.0.0,false,product,PATCH
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF637,v4.0.0,4.0.0,false,product,DELETE
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF638,v4.0.0,4.0.0,false,service,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF638,v4.0.0,4.0.0,false,service,GET /id
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF622,v4.0.0,4.0.0,false,productOrder,GET
TMFC005,ProductInventory,coreFunction,dependentAPIs,TMF622,v4.0.0,4.0.0,false,productOrder,GET /id
TMFC005,ProductInventory,managementFunction,exposedAPIs,exposedAPI_id,v4.0.0,unknown,false,,
TMFC005,ProductInventory,managementFunction,dependentAPIs,dependentAPI_id,dependentAPI_version,unknown,false,,
TMFC005,ProductInventory,securityFunction,exposedAPIs,TMF669,v4.0.0,4.0.0,true,,
